State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
"PA","Handsome Lake Energy","55233","EU-2B"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","682.06","12","14367.17",,"0.058","0.0901","8.287","10834.2","183587.4","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-3A"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","871.99","12","18135.75",,"0.071","0.0622","6.891","13115.2","222184.6","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-3B"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","873.37","12","18152.98",,"0.071","0.0845","9.342","13127.5","222396.3","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-4A"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","615.37","12","11613.32",,"0.047","0.0876","6.53","8760.2","148420.4","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-4B"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","614.15","12","11572.84",,"0.046","0.0797","5.918","8730.3","147917.3","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-5A"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","785.61","12","16247.88",,"0.061","0.0513","5.012","11380.5","192833.0","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Handsome Lake Energy","55233","EU-5B"," CP100","2015","ARP, CSNOX, CSNOXOS, CSSO2G1","783.95","12","16220.16",,"0.061","0.087","8.372","11358.3","192460.4","3",,"Venango","Electric Utility","Handsome Lake Energy, LLC","Handsome Lake Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2908","-79.8061",
"PA","Hazleton Generation","10870","TURB2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","12.35","12","117.69",,"0.012","0.1808","0.225","119.805","1853.509","3",,"Luzerne","Cogeneration","Hazleton Generation, LLC","Lakeside Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"40.9282","-76.0416",
"PA","Hazleton Generation","10870","TURB3",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","12.24","12","118.56",,"0.013","0.314","0.323","119.03","1830.959","3",,"Luzerne","Cogeneration","Hazleton Generation, LLC","Lakeside Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"40.9282","-76.0416",
"PA","Hazleton Generation","10870","TURB4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","12.18","12","127.21",,"0.015","0.2388","0.133","123.566","1903.348","3",,"Luzerne","Cogeneration","Hazleton Generation, LLC","Lakeside Energy, LLC","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"40.9282","-76.0416",
"PA","Hazleton Generation","10870","TURBIN",,"2015","CSNOX, CSNOXOS, CSSO2G1","15.19","12","387.07",,"0.169","0.3888","1.212",,"7287.65","3",,"Luzerne","Cogeneration","Hazleton Generation, LLC","Lakeside Energy, LLC",,,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"40.9282","-76.0416",
"PA","Homer City","3122","1",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","6383.1","12","3041794.83",,"48028.985","0.3775","5678.79","3016703.287","2.9402593024E7","3","MAAC","Indiana","Electric Utility","Homer City Generation LP","NRG Homer City Services LLC","Phase 2","Early Election","Operating","Dry bottom wall-fired boiler","Coal",,"Dry Lime FGD (Began Oct 01, 2015)","Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction","Electrostatic Precipitator<br>Baghouse (Began Oct 01, 2015)","Untreated PAC Sorbent Injection (Began Oct 01, 2015)","40.511","-79.1968",
"PA","Homer City","3122","2",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","6786.03","12","3041358.1",,"47175.857","0.4071","6026.866","2980533.933","2.9050013779E7","3","MAAC","Indiana","Electric Utility","Homer City Generation LP","NRG Homer City Services LLC","Phase 2","Early Election","Operating","Dry bottom wall-fired boiler","Coal",,,"Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction","Electrostatic Precipitator","Untreated PAC Sorbent Injection (Began Oct 01, 2015)","40.511","-79.1968",
"PA","Homer City","3122","3",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7433.03","12","3689456.17",,"4718.443","0.3576","6665.382","3656878.701","3.5642089405E7","3","MAAC","Indiana","Electric Utility","Homer City Generation LP","NRG Homer City Services LLC","Phase 2","Early Election","Operating","Dry bottom wall-fired boiler","Coal",,"Wet Limestone","Low NOx Burner Technology w/ Overfire Air<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"40.511","-79.1968",
"PA","Honeywell Resins & Chemicals LLC","880007","052",,"2015","SIPNOX","7324.43","12",,"1169795.93",,"0.0835","70.231",,"1693156.849","3",,"Philadelphia","Industrial Boiler","Honeywell Resins & Chemicals LLC","Honeywell Resins & Chemicals LLC",,,"Operating","Other boiler","Pipeline Natural Gas","Residual Oil",,"Low NOx Burner Technology (Dry Bottom only)",,,"40.0067","-75.0686",
"PA","Hunlock Creek Energy Center","3176","CT5",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","7313.07","12","448535.17",,"1.049","0.0098","16.836","207717.033","3495220.077","3",,"Luzerne","Electric Utility","UGI Development Company","UGI Development Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"41.2033","-76.0683",
"PA","Hunlock Creek Energy Center","3176","CT6",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","7963.07","12","477434.71",,"1.115","0.01","17.817","220750.961","3714634.318","3",,"Luzerne","Electric Utility","UGI Development Company","UGI Development Company","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Selective Catalytic Reduction",,,"41.2033","-76.0683",
"PA","Hunlock Unit 4","56397","4",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","69.62","12","2903.9",,"0.009","0.1163","1.283","1761.734","29634.875","3",,"Luzerne","Electric Utility","Allegheny Energy, FirstEnergy Generation Corporation","Allegheny Energy","Phase 2",,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Water Injection",,,"41.2033","-76.0683",
"PA","Hunterstown Combined Cycle","55976","CT101",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","7062.24","12","1144995.38",,"3.673","0.0041","22.121","727616.899","1.2243512661E7","3",,"Adams","Electric Utility","NRG Wholesale Generation LP","NRG Wholesale Generation LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8725","-77.1672",
"PA","Hunterstown Combined Cycle","55976","CT201",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6972.46","12","1133718.53",,"3.617","0.0082","47.367","716439.744","1.2055453045E7","3",,"Adams","Electric Utility","NRG Wholesale Generation LP","NRG Wholesale Generation LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8725","-77.1672",
"PA","Hunterstown Combined Cycle","55976","CT301",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","7072.9","12","1140100.69",,"3.951","0.0033","17.985","782581.694","1.3168474462E7","3",,"Adams","Electric Utility","NRG Wholesale Generation LP","NRG Wholesale Generation LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8725","-77.1672",
"PA","Keystone","3136","1",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","8070.5","12","5583119.1",,"13549.971","0.2985","7673.66","5405961.689","5.268972761E7","3","MAAC","Armstrong","Electric Utility","Constellation Energy Commodities Group, Inc., Duquesne Keystone LLC, Exelon Generation Company LLC, Keystone Power LLC, NRG REMA LLC, PPL Generation, LLC, PSEG","GenOn Northeast Management Company","Phase 2","Early Election","Operating","Tangentially-fired","Coal","Pipeline Natural Gas","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"40.6604","-79.3411",
"PA","Keystone","3136","2",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","6694.25","12","4672269.69",,"10897.393","0.3077","6638.945","4561219.174","4.4456294328E7","3","MAAC","Armstrong","Electric Utility","Constellation Energy Commodities Group, Inc., Duquesne Keystone LLC, Exelon Generation Company LLC, Keystone Power LLC, NRG REMA LLC, PPL Generation, LLC, PSEG","GenOn Northeast Management Company","Phase 2","Early Election","Operating","Tangentially-fired","Coal","Pipeline Natural Gas","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"40.6604","-79.3411",
"PA","Kimberly-Clark Tissue Company","50410","034",,"2015","SIPNOX","60.0","5",,"448.0",,"1.5014","0.588",,"783.3","3",,"Delaware","Pulp & Paper Mill","Kimberly-Clark Tissue Company","Kimberly-Clark Tissue Company",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",,,,,"39.8439","-75.3575",
"PA","Kimberly-Clark Tissue Company","50410","035",,"2015","SIPNOX","7856.75","12",,"3373064.0",,"0.0641","176.794",,"5293950.55","3",,"Delaware","Cogeneration","Kimberly-Clark Tissue Company","Kimberly-Clark Tissue Company",,,"Operating","Circulating fluidized bed boiler","Coal","Residual Oil, Pipeline Natural Gas","Fluidized Bed Limestone Injection",,"Baghouse",,"39.8439","-75.3575",
"PA","Liberty Electric Power Plant","55231","0001",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8420.11","12","1328640.4",,"4.6","0.0105","80.593","911228.992","1.5333195693E7","3","MAAC","Delaware","Electric Utility","Liberty Electric Power, LLC","Liberty Electric Power, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8622","-75.3361",
"PA","Liberty Electric Power Plant","55231","0002",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8421.21","12","1329018.33",,"4.613","0.0108","82.261","913832.606","1.5377021818E7","3","MAAC","Delaware","Electric Utility","Liberty Electric Power, LLC","Liberty Electric Power, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8622","-75.3361",
"PA","Lower Mount Bethel Energy, LLC","55667","CT01",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8259.42","12","2301164.1",,"4.816","0.0102","80.06","953987.672","1.6052692489E7","3",,"Northampton","Electric Utility","Lower Mount Bethel Energy, LLC","PPL Generation, LLC, Talen Generation, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.8011","-75.105",
"PA","Lower Mount Bethel Energy, LLC","55667","CT02",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","8018.84","12","2219796.71",,"4.652","0.0103","77.419","921412.828","1.5504503735E7","3",,"Northampton","Electric Utility","Lower Mount Bethel Energy, LLC","PPL Generation, LLC, Talen Generation, LLC","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"40.8011","-75.105",
"PA","MARCUS HOOK 50, L.P.","50074","001",,"2015","SIPNOX","4.34","12","151.96",,,"0.529","0.351",,"1850.723","3",,"Delaware","Cogeneration","FPL Energy Marcus Hook, LP, NextEra Energy, Inc.","FPL Energy Marcus Hook, LP, NextEra Energy, Inc.",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Steam Injection",,,"39.8103","-75.4281",
"PA","Marcus Hook Energy, LP","55801","0001",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6555.62","12","1508559.79",,"3.224","0.0245","81.819","638580.932","1.0745318813E7","3",,"Delaware","Cogeneration","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Process Gas",,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8083","-75.4225",
"PA","Marcus Hook Energy, LP","55801","0002",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6728.89","12","1568890.93",,"3.395","0.0254","89.544","672546.78","1.13167908E7","3",,"Delaware","Cogeneration","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Process Gas",,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8083","-75.4225",
"PA","Marcus Hook Energy, LP","55801","0003",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1","6615.65","12","1545067.72",,"3.26","0.0249","86.653","645693.715","1.0864976782E7","3",,"Delaware","Cogeneration","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP","Phase 2",,"Operating","Combined cycle","Pipeline Natural Gas","Process Gas",,"Dry Low NOx Burners<br>Selective Catalytic Reduction",,,"39.8083","-75.4225",
"PA","Marcus Hook Energy, LP","55801","AB01",,"2015","SIPNOX","58.96","12",,"1123.45",,"0.083","0.112",,"4237.149","3",,"Delaware","Industrial Boiler","Sunoco","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Other Gas",,"Low NOx Burner Technology (Dry Bottom only)<br>Other",,,"39.8083","-75.4225",
"PA","Marcus Hook Energy, LP","55801","AB02",,"2015","SIPNOX","0.0","12",,,,,,,,"3",,"Delaware","Industrial Boiler","Sunoco","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Other Gas",,"Low NOx Burner Technology (Dry Bottom only)<br>Other",,,"39.8083","-75.4225",
"PA","Marcus Hook Energy, LP","55801","AB03",,"2015","SIPNOX","3755.72","12",,"481463.17",,"0.0238","11.223",,"872262.716","3",,"Delaware","Industrial Boiler","Sunoco","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Other Gas",,"Low NOx Burner Technology (Dry Bottom only)<br>Other",,,"39.8083","-75.4225",
"PA","Marcus Hook Energy, LP","55801","AB04",,"2015","SIPNOX","7163.06","12",,"1163511.01",,"0.0233","21.678",,"1840059.958","3",,"Delaware","Industrial Boiler","Sunoco","FPL Energy Marcus Hook, LP, NextEra Energy Marcus Hook, LP",,,"Operating","Dry bottom wall-fired boiler","Pipeline Natural Gas","Other Gas",,"Low NOx Burner Technology (Dry Bottom only)<br>Other",,,"39.8083","-75.4225",
"PA","Martins Creek, LLC","3148","3",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","5681.51","12","2631235.22",,"85.147","0.1612","2306.206","1585973.282","2.6516595074E7","3","MAAC","Northampton","Electric Utility","PPL Generation, LLC, Talen Generation, LLC","PPL Generation, LLC, Talen Generation, LLC","Phase 2",,"Operating","Tangentially-fired","Residual Oil","Pipeline Natural Gas",,,,,"40.796","-75.107",
"PA","Martins Creek, LLC","3148","4",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","4198.92","12","1857144.69",,"67.678","0.1599","1688.118","1160978.801","1.9279504647E7","3","MAAC","Northampton","Electric Utility","PPL Generation, LLC, Talen Generation, LLC","PPL Generation, LLC, Talen Generation, LLC","Phase 2",,"Operating","Tangentially-fired","Residual Oil","Pipeline Natural Gas",,,,,"40.796","-75.107",
"PA","Merck & Company - West Point","52149","039",,"2015","SIPNOX","2715.57","12","69712.64",,,"0.0814","38.901",,"957475.91","3",,"Montgomery","Industrial Turbine","Merck & Company, Inc.","Merck & Company, Inc.",,,"Operating","Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"40.2128","-75.3022",
"PA","Merck & Company - West Point","52149","040",,"2015","SIPNOX","7299.04","12","245962.42",,,"0.0273","43.451",,"3177054.641","3",,"Montgomery","Industrial Turbine","Merck & Company, Inc.","Merck & Company, Inc.",,,"Operating","Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"40.2128","-75.3022",
"PA","Montour, LLC","3149","1",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","6217.68","12","3517655.46",,"5562.928","0.3456","5479.99","3290905.417","3.2075105616E7","3","MAAC","Montour","Electric Utility","PPL Generation, LLC, Talen Generation, LLC","PPL Generation, LLC, Talen Generation, LLC","Phase 2","Early Election","Operating","Tangentially-fired","Coal","Other Oil","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"41.0714","-76.6672",
"PA","Montour, LLC","3149","2",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","6477.55","12","3628161.27",,"5338.228","0.3657","5787.643","3237869.916","3.1558193593E7","3","MAAC","Montour","Electric Utility","PPL Generation, LLC, Talen Generation, LLC","PPL Generation, LLC, Talen Generation, LLC","Phase 2","Early Election","Operating","Tangentially-fired","Coal","Other Oil","Wet Lime FGD","Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction","Electrostatic Precipitator",,"41.0714","-76.6672",
"PA","Mountain","3111","031",,"2015","CSNOX, CSNOXOS, CSSO2G1","102.02","12","1768.0",,"1.438","0.6449","9.179",,"28462.8","3",,"Cumberland","Electric Utility","NRG REMA LLC","NRG REMA LLC",,,"Operating","Combustion turbine","Diesel Oil","Pipeline Natural Gas",,,,,"40.1219","-77.1761",
"PA","Mountain","3111","032",,"2015","CSNOX, CSNOXOS, CSSO2G1","141.02","12","2309.0",,"1.848","0.645","11.799",,"36585.4","3",,"Cumberland","Electric Utility","NRG REMA LLC","NRG REMA LLC",,,"Operating","Combustion turbine","Diesel Oil","Pipeline Natural Gas",,,,,"40.1219","-77.1761",
"PA","Mt. Carmel Cogeneration","10343","SG-101",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","7892.79","12","294236.14",,"505.07","0.1064","235.474","539731.791","4482459.735","3",,"Northumberland","Cogeneration","Mt. Carmel Cogeneration, Inc.","Mt. Carmel Cogeneration, Inc.","Phase 2",,"Operating","Circulating fluidized bed boiler","Coal Refuse",,"Fluidized Bed Limestone Injection",,"Baghouse",,"40.8092","-76.4539",
"PA","New Castle","3138","3",,"2015","ARP, MATS, CSNOX, CSNOXOS, CSSO2G1","1569.27","12","83854.97",,"940.763","0.2905","145.356","93655.979","912840.109","3","ECAR","Lawrence","Electric Utility","NRG Power Midwest LP","NRG Power Midwest LP","Phase 2","Early Election","Operating","Dry bottom wall-fired boiler","Coal",,,"Low NOx Burner Technology w/ Overfire Air<br>Selective Non-catalytic Reduction","Electrostatic Precipitator",,"40.9378","-80.3681",
